pathID,min_timestamp,min_lat,min_long,max_timestamp,max_lat,max_long,FullName,CarID
43,01/13/2014 20:36:01,36.07669622,24.85763914,01/13/2014 20:39:19,36.07623099,24.87470682,Vasco-Pais Willem,35.0
44,01/14/2014 06:38:01,36.07622023,24.87470785,01/14/2014 06:40:32,36.06753237,24.87328524,Vasco-Pais Willem,35.0
45,01/14/2014 07:09:01,36.06752838,24.87333177,01/14/2014 07:17:31,36.04803176,24.87957007,Vasco-Pais Willem,35.0
46,01/14/2014 12:37:01,36.04811935,24.8795678,01/14/2014 12:43:16,36.05979719,24.85804503,Vasco-Pais Willem,35.0
47,01/14/2014 13:36:03,36.05944989,24.85796727,01/14/2014 13:42:16,36.04802502,24.87957664,Vasco-Pais Willem,35.0
48,01/14/2014 18:01:01,36.04811916,24.87956734,01/14/2014 18:08:23,36.07623845,24.87466608,Vasco-Pais Willem,35.0
49,01/14/2014 19:09:01,36.07623858,24.87471006,01/14/2014 19:12:19,36.07669067,24.85758525,Vasco-Pais Willem,35.0
50,01/14/2014 20:26:02,36.07666291,24.85776214,01/14/2014 20:30:01,36.07625415,24.87469876,Vasco-Pais Willem,35.0
51,01/15/2014 06:24:01,36.07626342,24.87467214,01/15/2014 06:26:33,36.06753714,24.87331587,Vasco-Pais Willem,35.0
52,01/15/2014 07:10:01,36.06753066,24.87332984,01/15/2014 07:18:31,36.04802856,24.87956509,Vasco-Pais Willem,35.0
53,01/15/2014 12:31:01,36.04811567,24.87957604,01/15/2014 12:37:15,36.0597132,24.8579749,Vasco-Pais Willem,35.0
54,01/15/2014 13:41:01,36.05979969,24.85801917,01/15/2014 13:47:16,36.04803031,24.87956684,Vasco-Pais Willem,35.0
55,01/15/2014 17:58:01,36.0481161,24.87957147,01/15/2014 18:05:24,36.07623263,24.87468173,Vasco-Pais Willem,35.0
56,01/15/2014 19:39:02,36.07620852,24.87451954,01/15/2014 19:45:22,36.06042171,24.85657507,Vasco-Pais Willem,35.0
57,01/15/2014 21:58:01,36.06034766,24.85656799,01/15/2014 22:04:21,36.07623457,24.87467712,Vasco-Pais Willem,35.0
58,01/16/2014 07:00:01,36.07623696,24.87467243,01/16/2014 07:04:28,36.06750191,24.87333687,Vasco-Pais Willem,35.0
59,01/16/2014 07:15:01,36.06750501,24.87339969,01/16/2014 07:23:31,36.04803054,24.87957631,Vasco-Pais Willem,35.0
60,01/16/2014 12:40:01,36.04811804,24.87957501,01/16/2014 12:46:16,36.0597928,24.85808098,Vasco-Pais Willem,35.0
61,01/16/2014 13:37:01,36.05970193,24.85807991,01/16/2014 13:43:16,36.04802146,24.87957407,Vasco-Pais Willem,35.0
62,01/16/2014 17:58:01,36.04811723,24.87956748,01/16/2014 18:05:24,36.07626240000001,24.87466645,Vasco-Pais Willem,35.0
63,01/16/2014 19:10:01,36.07622662,24.87462257,01/16/2014 19:13:19,36.07666204,24.85756613,Vasco-Pais Willem,35.0
64,01/16/2014 20:53:01,36.0766625,24.85772603,01/16/2014 20:56:19,36.07622207,24.87468144,Vasco-Pais Willem,35.0
65,01/17/2014 06:13:01,36.0762563,24.87467308,01/17/2014 06:15:32,36.06755471,24.87332202,Vasco-Pais Willem,35.0
66,01/17/2014 06:53:05,36.06744785,24.87375371,01/17/2014 06:57:52,36.04803618,24.87957574,Vasco-Pais Willem,35.0
67,01/17/2014 12:29:01,36.04803198,24.8795697,01/17/2014 12:37:26,36.06582308,24.85236596,Vasco-Pais Willem,35.0
68,01/17/2014 13:40:01,36.06583235,24.85247208,01/17/2014 13:48:26,36.04802901,24.87956549,Vasco-Pais Willem,35.0
69,01/17/2014 18:14:01,36.04811039,24.87956851,01/17/2014 18:21:23,36.07622482,24.87465191,Vasco-Pais Willem,35.0
70,01/17/2014 19:23:01,36.07625067,24.8746735,01/17/2014 19:26:19,36.07665079,24.85757351,Vasco-Pais Willem,35.0
71,01/17/2014 21:37:02,36.0766559,24.85776266,01/17/2014 21:40:18,36.07624005,24.87463794,Vasco-Pais Willem,35.0
72,01/18/2014 13:05:01,36.07624864,24.87470426,01/18/2014 13:11:04,36.06582301,24.85238457,Vasco-Pais Willem,35.0
73,01/18/2014 13:30:01,36.06583536,24.85245104,01/18/2014 13:40:54,36.0549525,24.90185865,Vasco-Pais Willem,35.0
74,01/18/2014 16:00:01,36.05497595,24.90172354,01/18/2014 16:08:17,36.076221200000006,24.87470284,Vasco-Pais Willem,35.0
75,01/18/2014 18:22:01,36.07622418,24.87469007,01/18/2014 18:25:19,36.07666135,24.85763268,Vasco-Pais Willem,35.0
76,01/18/2014 19:41:01,36.07663862,24.8576952,01/18/2014 19:44:19,36.07626154,24.87468089,Vasco-Pais Willem,35.0
77,01/19/2014 12:37:01,36.07623908,24.8746887,01/19/2014 12:41:17,36.08954785,24.8607627,Vasco-Pais Willem,35.0
78,01/19/2014 16:02:04,36.08931299,24.86041782,01/19/2014 16:06:17,36.07626225,24.87466744,Vasco-Pais Willem,35.0
79,01/19/2014 18:43:01,36.07622488,24.87458182,01/19/2014 18:46:19,36.07666477,24.85757366,Vasco-Pais Willem,35.0
80,01/19/2014 20:04:02,36.07667639,24.85781503,01/19/2014 20:07:17,36.0762341,24.8746285,Vasco-Pais Willem,35.0
81,01/06/2014 06:33:01,36.07820944,24.87214094,01/06/2014 06:35:24,36.07333683,24.86421942,Barranco Ingrid,4.0
82,01/06/2014 07:15:01,36.07334355,24.86416737,01/06/2014 07:28:19,36.04802162,24.87957574,Barranco Ingrid,4.0
83,01/06/2014 12:34:02,36.04820503,24.87956716,01/06/2014 12:42:16,36.06338067,24.85103902,Barranco Ingrid,4.0
84,01/06/2014 13:29:01,36.0634518,24.85098404,01/06/2014 13:37:17,36.04802499,24.87957132,Barranco Ingrid,4.0
85,01/06/2014 18:20:01,36.04811826,24.87956772,01/06/2014 18:28:01,36.07818735,24.87211334,Barranco Ingrid,4.0
86,01/06/2014 19:54:01,36.07818726,24.87205918,01/06/2014 19:57:13,36.07669725,24.85763488,Barranco Ingrid,4.0
87,01/06/2014 20:52:03,36.0766451,24.85784517,01/06/2014 20:56:01,36.07817957,24.87213508,Barranco Ingrid,4.0
88,01/07/2014 06:42:01,36.07821802,24.87211693,01/07/2014 06:44:23,36.07332795,24.86422942,Barranco Ingrid,4.0
89,01/07/2014 07:07:01,36.07335427,24.86417674,01/07/2014 07:20:19,36.04802759,24.87956578,Barranco Ingrid,4.0
90,01/07/2014 12:09:01,36.0481173,24.87956951,01/07/2014 12:17:17,36.06342812,24.85100917,Barranco Ingrid,4.0
91,01/07/2014 13:39:01,36.06336288,24.85100231,01/07/2014 13:47:17,36.04802877,24.87957285,Barranco Ingrid,4.0
92,01/07/2014 18:22:01,36.04811324,24.87956576,01/07/2014 18:29:22,36.07819823,24.87211317,Barranco Ingrid,4.0
93,01/07/2014 19:30:01,36.07822229,24.87203398,01/07/2014 19:33:13,36.07663695,24.85758225,Barranco Ingrid,4.0
94,01/07/2014 21:25:01,36.07666477,24.85766992,01/07/2014 21:28:13,36.07820934,24.8721478,Barranco Ingrid,4.0
95,01/08/2014 06:22:01,36.07818181,24.87214042,01/08/2014 06:24:25,36.07335552,24.86418317,Barranco Ingrid,4.0
96,01/08/2014 07:06:01,36.07328034,24.86417768,01/08/2014 07:19:19,36.0480222,24.87957056,Barranco Ingrid,4.0
97,01/08/2014 12:32:01,36.04811783,24.8795658,01/08/2014 12:34:05,36.05196143,24.87079978,Barranco Ingrid,4.0
98,01/08/2014 13:34:01,36.05197181,24.87090726,01/08/2014 13:36:05,36.04803067,24.87957153,Barranco Ingrid,4.0
99,01/08/2014 18:05:01,36.04811113,24.87957252,01/08/2014 18:12:20,36.07820212,24.8720648,Barranco Ingrid,4.0
100,01/08/2014 19:14:01,36.07820564,24.87213018,01/08/2014 19:18:01,36.07669721,24.85756815,Barranco Ingrid,4.0
101,01/08/2014 21:02:01,36.07665933,24.85766614,01/08/2014 21:05:13,36.07819134,24.872115,Barranco Ingrid,4.0
102,01/09/2014 06:56:01,36.07821435,24.87214555,01/09/2014 06:59:01,36.0733481,24.86419949,Barranco Ingrid,4.0
103,01/09/2014 07:15:01,36.07328516,24.86417436,01/09/2014 07:29:01,36.04803119,24.87957571,Barranco Ingrid,4.0
104,01/09/2014 12:28:01,36.04811709,24.87956724,01/09/2014 12:30:05,36.05196879,24.87077645,Barranco Ingrid,4.0
105,01/09/2014 13:22:02,36.0519177,24.87096372,01/09/2014 13:24:05,36.04802448,24.8795687,Barranco Ingrid,4.0
106,01/09/2014 17:58:01,36.04811065,24.87956779,01/09/2014 18:05:22,36.07820348,24.87214417,Barranco Ingrid,4.0
107,01/09/2014 19:53:01,36.07820135,24.87204698,01/09/2014 19:59:24,36.06587262,24.8498314,Barranco Ingrid,4.0
108,01/09/2014 21:40:01,36.06597201,24.84977887,01/09/2014 21:46:24,36.07819339,24.87212356,Barranco Ingrid,4.0
109,01/10/2014 06:46:01,36.07821308,24.87213335,01/10/2014 06:48:24,36.07335872,24.86420642,Barranco Ingrid,4.0
110,01/10/2014 07:31:01,36.07334401,24.86418622,01/10/2014 07:44:19,36.04802487,24.87957563,Barranco Ingrid,4.0
111,01/10/2014 12:24:01,36.04811538,24.87957313,01/10/2014 12:27:23,36.05444904,24.89986513,Barranco Ingrid,4.0
112,01/10/2014 13:34:02,36.05434469,24.89977103,01/10/2014 13:37:23,36.04803272,24.87956585,Barranco Ingrid,4.0
113,01/10/2014 18:02:01,36.04810936,24.87957109,01/10/2014 18:09:21,36.07820918,24.87210456,Barranco Ingrid,4.0
114,01/10/2014 19:41:01,36.07820468,24.87214022,01/10/2014 19:44:12,36.07663919,24.85761561,Barranco Ingrid,4.0
115,01/10/2014 20:11:01,36.07663663,24.85763723,01/10/2014 20:14:13,36.07820118,24.87214489,Barranco Ingrid,4.0
116,01/11/2014 12:58:01,36.07821857,24.87211555,01/11/2014 13:01:13,36.07665079,24.85756851,Barranco Ingrid,4.0
117,01/11/2014 13:48:01,36.0766573,24.85766373,01/11/2014 13:59:48,36.05498739,24.90176618,Barranco Ingrid,4.0
118,01/11/2014 16:11:03,36.05506615,24.90154926,01/11/2014 16:20:43,36.07819420000001,24.87213863,Barranco Ingrid,4.0
119,01/11/2014 18:25:01,36.07818576,24.87205313,01/11/2014 18:28:13,36.07667301,24.8576174,Barranco Ingrid,4.0
120,01/11/2014 19:27:01,36.07668806,24.85767079,01/11/2014 19:31:01,36.07821184,24.87213056,Barranco Ingrid,4.0
121,01/12/2014 13:01:01,36.07819816,24.87213341,01/12/2014 13:06:05,36.08955831,24.86076496,Barranco Ingrid,4.0
122,01/12/2014 16:05:02,36.08950718,24.86062735,01/12/2014 16:11:01,36.07819681,24.87212634,Barranco Ingrid,4.0
123,01/12/2014 18:40:01,36.07821748,24.87206021,01/12/2014 18:43:13,36.07668417,24.85760168,Barranco Ingrid,4.0
124,01/12/2014 20:46:02,36.07669546,24.85778377,01/12/2014 20:49:12,36.07820015,24.872126,Barranco Ingrid,4.0
125,01/13/2014 06:32:01,36.07818854,24.87214688,01/13/2014 06:34:24,36.07334128,24.86422562,Barranco Ingrid,4.0
126,01/13/2014 07:12:01,36.07335991,24.86420583,01/13/2014 07:25:19,36.04802691,24.87957256,Barranco Ingrid,4.0
127,01/13/2014 12:20:01,36.04811556,24.87956854,01/13/2014 12:28:17,36.06345298,24.85096909,Barranco Ingrid,4.0
128,01/13/2014 13:38:02,36.06328125,24.85103947,01/13/2014 13:46:17,36.04803264,24.87956672,Barranco Ingrid,4.0
129,01/13/2014 18:04:01,36.0481137,24.87956618,01/13/2014 18:11:22,36.07821304,24.87213934,Barranco Ingrid,4.0
130,01/13/2014 19:28:01,36.07820172,24.87202789,01/13/2014 19:31:35,36.07528939,24.85630786,Barranco Ingrid,4.0
131,01/13/2014 20:36:02,36.0752293,24.8564962,01/13/2014 20:39:35,36.07821278,24.87211825,Barranco Ingrid,4.0
132,01/14/2014 07:00:01,36.07819876,24.8721508,01/14/2014 07:04:11,36.07334321,24.86422629,Barranco Ingrid,4.0
133,01/14/2014 07:17:01,36.07332041,24.86416839,01/14/2014 07:30:19,36.04802733,24.8795655,Barranco Ingrid,4.0
134,01/14/2014 12:09:01,36.04810879,24.87957497,01/14/2014 12:18:27,36.07667263,24.85756973,Barranco Ingrid,4.0
135,01/14/2014 13:26:02,36.07665445,24.85777754,01/14/2014 13:35:27,36.04802653,24.879569600000004,Barranco Ingrid,4.0
136,01/14/2014 17:59:01,36.04811807,24.87957159,01/14/2014 18:06:22,36.07818767,24.87214935,Barranco Ingrid,4.0
137,01/15/2014 06:51:01,36.07821804,24.87212898,01/15/2014 06:53:25,36.07335376,24.8641804,Barranco Ingrid,4.0
138,01/15/2014 07:10:01,36.07327161,24.86418182,01/15/2014 07:23:19,36.04802409,24.87956634,Barranco Ingrid,4.0
139,01/15/2014 12:11:01,36.04811372,24.8795708,01/15/2014 12:19:17,36.06346107,24.85098902,Barranco Ingrid,4.0
140,01/15/2014 13:31:01,36.06334537,24.85103794,01/15/2014 13:39:17,36.04802865,24.87956633,Barranco Ingrid,4.0
141,01/15/2014 18:06:01,36.04811188,24.87957063,01/15/2014 18:13:22,36.07821283,24.87212319,Barranco Ingrid,4.0
142,01/15/2014 19:17:01,36.07820615,24.87205466,01/15/2014 19:20:13,36.07668699,24.85763539,Barranco Ingrid,4.0
143,01/15/2014 20:20:01,36.07662938,24.8576732,01/15/2014 20:23:12,36.07818793,24.87213121,Barranco Ingrid,4.0
144,01/16/2014 06:30:01,36.07819509,24.87211617,01/16/2014 06:32:24,36.07332987,24.86421878,Barranco Ingrid,4.0
145,01/16/2014 07:12:01,36.07332799,24.86419467,01/16/2014 07:25:19,36.04802737,24.87957303,Barranco Ingrid,4.0
146,01/16/2014 12:18:02,36.04820184,24.87957773,01/16/2014 12:21:23,36.05448813,24.89995437,Barranco Ingrid,4.0
147,01/16/2014 13:24:49,36.05423587,24.89980811,01/16/2014 13:28:09,36.0480291,24.87956651,Barranco Ingrid,4.0
148,01/16/2014 18:21:01,36.04811691,24.87957376,01/16/2014 18:28:22,36.07819003,24.87211758,Barranco Ingrid,4.0
149,01/16/2014 19:40:01,36.07820518,24.87204159,01/16/2014 19:43:13,36.07665515,24.85757651,Barranco Ingrid,4.0
150,01/16/2014 21:14:01,36.07663435,24.85765187,01/16/2014 21:17:12,36.0781868,24.87212675,Barranco Ingrid,4.0
151,01/17/2014 07:18:01,36.07819434,24.87211932,01/17/2014 07:22:13,36.07333221,24.86417613,Barranco Ingrid,4.0
152,01/17/2014 07:31:01,36.07328627,24.86419206,01/17/2014 07:44:19,36.04802568,24.87956773,Barranco Ingrid,4.0
153,01/17/2014 12:19:01,36.04811433,24.87957398,01/17/2014 12:22:42,36.05579078,24.90257075,Barranco Ingrid,4.0
154,01/17/2014 13:22:01,36.05571671,24.90251448,01/17/2014 13:25:42,36.04803084,24.87956714,Barranco Ingrid,4.0
155,01/17/2014 18:04:01,36.04811041,24.87956508,01/17/2014 18:11:22,36.07819977,24.87214706,Barranco Ingrid,4.0
156,01/17/2014 19:09:01,36.07821469,24.87203529,01/17/2014 19:12:13,36.07664989,24.85761169,Barranco Ingrid,4.0
157,01/17/2014 20:55:01,36.07666517,24.8577241,01/17/2014 20:58:13,36.07819483,24.87212599,Barranco Ingrid,4.0
158,01/18/2014 12:40:01,36.07818975,24.87213607,01/18/2014 12:49:32,36.05449726,24.89994758,Barranco Ingrid,4.0
159,01/18/2014 14:04:01,36.05452587,24.89987537,01/18/2014 14:13:32,36.07821067,24.87214992,Barranco Ingrid,4.0
160,01/18/2014 18:25:01,36.07820255,24.87203123,01/18/2014 18:31:57,36.06324839,24.85229027,Barranco Ingrid,4.0
161,01/18/2014 19:49:01,36.06320954,24.8522786,01/18/2014 19:55:56,36.0782,24.87209748,Barranco Ingrid,4.0
162,01/19/2014 12:31:01,36.0781901,24.87214361,01/19/2014 12:36:05,36.08960022,24.86066592,Barranco Ingrid,4.0
163,01/19/2014 16:01:01,36.08955405,24.86063384,01/19/2014 16:06:03,36.07819593,24.87210671,Barranco Ingrid,4.0
164,01/06/2014 06:53:01,36.0878448,24.85630104,01/06/2014 06:55:10,36.08181534,24.85093707,Frente Vira,19.0
165,01/06/2014 07:40:01,36.08179819,24.85096166,01/06/2014 08:00:11,36.04802127,24.8795721,Frente Vira,19.0
166,01/06/2014 11:56:01,36.0481104,24.87957539,01/06/2014 11:58:04,36.05197334,24.87081422,Frente Vira,19.0
167,01/06/2014 13:53:01,36.05194779999999,24.870807,01/06/2014 13:55:05,36.04802132,24.87956687,Frente Vira,19.0
168,01/06/2014 17:28:02,36.04820335,24.87957394,01/06/2014 17:39:35,36.08787716,24.85627607,Frente Vira,19.0
169,01/06/2014 19:22:02,36.08789591,24.85617798,01/06/2014 19:24:53,36.07666092,24.85762809,Frente Vira,19.0
170,01/06/2014 20:34:03,36.07670617,24.85737641,01/06/2014 20:36:53,36.0878309,24.85628908,Frente Vira,19.0
171,01/07/2014 07:00:01,36.08790765,24.85627136,01/07/2014 07:03:49,36.08173633,24.85096075,Frente Vira,19.0
172,01/07/2014 07:48:02,36.08178309,24.85100161,01/07/2014 08:08:11,36.04802871,24.87956823,Frente Vira,19.0
173,01/07/2014 12:05:01,36.04810833,24.87957077,01/07/2014 12:07:05,36.05192487,24.87078605,Frente Vira,19.0
174,01/07/2014 13:40:01,36.05193656,24.87085796,01/07/2014 13:42:05,36.04802298,24.87956788,Frente Vira,19.0
175,01/07/2014 17:53:01,36.04810933,24.87956514,01/07/2014 18:04:34,36.08792786,24.85642596,Frente Vira,19.0
176,01/07/2014 19:08:01,36.08792663,24.85628432,01/07/2014 19:10:55,36.07524995,24.85629558,Frente Vira,19.0
177,01/07/2014 20:06:02,36.0754351,24.85628431,01/07/2014 20:08:52,36.08790308,24.85616964,Frente Vira,19.0
178,01/08/2014 07:10:01,36.08793123,24.8562887,01/08/2014 07:13:49,36.08173583,24.85090327,Frente Vira,19.0
179,01/08/2014 07:48:01,36.08179896,24.85094391,01/08/2014 08:08:11,36.0480243,24.87956951,Frente Vira,19.0
180,01/08/2014 12:09:01,36.04811974,24.87956975,01/08/2014 12:12:23,36.05442776,24.89996576,Frente Vira,19.0
181,01/08/2014 13:45:01,36.05442514,24.89991823,01/08/2014 13:48:23,36.04802296,24.8795745,Frente Vira,19.0
182,01/08/2014 17:30:01,36.04811384,24.87956556,01/08/2014 17:41:35,36.08786532,24.85634806,Frente Vira,19.0
183,01/08/2014 19:22:03,36.08790059,24.85602624,01/08/2014 19:24:53,36.07662672,24.85757917,Frente Vira,19.0
184,01/08/2014 20:03:01,36.07664529,24.85752747,01/08/2014 20:05:50,36.08789822,24.85619994,Frente Vira,19.0
185,01/09/2014 07:03:01,36.08789043,24.85632892,01/09/2014 07:06:49,36.08179865,24.85089833,Frente Vira,19.0
186,01/09/2014 07:37:01,36.08175062,24.851005800000006,01/09/2014 07:57:11,36.04803053,24.87957001,Frente Vira,19.0
187,01/09/2014 11:55:01,36.04810854,24.87957213,01/09/2014 12:03:26,36.06583083,24.85239261,Frente Vira,19.0
188,01/09/2014 13:31:01,36.06581346,24.85246986,01/09/2014 13:39:26,36.04802234,24.87956731,Frente Vira,19.0
189,01/09/2014 17:51:01,36.04811876,24.87956855,01/09/2014 18:02:35,36.08789506,24.85636685,Frente Vira,19.0
190,01/09/2014 19:22:01,36.08782979,24.85624774,01/09/2014 19:24:53,36.07669916,24.857601000000006,Frente Vira,19.0
191,01/09/2014 21:07:01,36.07663819,24.857512300000003,01/09/2014 21:09:50,36.08791961,24.85621889,Frente Vira,19.0
192,01/10/2014 07:37:01,36.08784853,24.8563725,01/10/2014 07:40:49,36.08175859,24.85088267,Frente Vira,19.0
193,01/10/2014 07:51:02,36.08175645,24.85099079,01/10/2014 08:11:11,36.04802207,24.8795725,Frente Vira,19.0
194,01/10/2014 11:48:01,36.04811285,24.87956595,01/10/2014 11:52:01,36.05450725,24.89988704,Frente Vira,19.0
195,01/10/2014 13:51:02,36.0543084,24.89985747,01/10/2014 13:54:23,36.04802954,24.879568,Frente Vira,19.0
196,01/10/2014 17:41:01,36.04811951,24.87957442,01/10/2014 17:52:35,36.08791354,24.8563544,Frente Vira,19.0
197,01/10/2014 19:07:01,36.08782302,24.85641542,01/10/2014 19:08:14,36.08542635,24.86042268,Frente Vira,19.0
198,01/10/2014 19:39:02,36.08527204,24.86044546,01/10/2014 19:41:38,36.07522923,24.85634919,Frente Vira,19.0
199,01/10/2014 20:13:01,36.07531462,24.85628479,01/10/2014 20:15:34,36.08525448,24.86042322,Frente Vira,19.0
200,01/10/2014 23:57:01,36.08543913,24.86043454,01/10/2014 23:58:13,36.08783945,24.85634139,Frente Vira,19.0
201,01/11/2014 00:22:01,36.08791041,24.85630532,01/11/2014 00:22:01,36.08791041,24.85630532,Frente Vira,19.0
202,01/11/2014 12:40:04,36.08787591,24.8566771,01/11/2014 12:51:20,36.05447289,24.89987444,Frente Vira,19.0
203,01/11/2014 13:37:01,36.05454831,24.89995893,01/11/2014 13:48:20,36.08785727,24.85626317,Frente Vira,19.0
204,01/12/2014 18:18:01,36.08791436,24.85633089,01/12/2014 18:20:52,36.07662941,24.85756737,Frente Vira,19.0
205,01/12/2014 19:36:01,36.07667242,24.85761322,01/12/2014 19:38:53,36.08782071,24.85634066,Frente Vira,19.0
206,01/13/2014 07:12:01,36.08792846,24.8563454,01/13/2014 07:15:49,36.08172777,24.85096135,Frente Vira,19.0
207,01/13/2014 07:49:03,36.08180537,24.85101508,01/13/2014 08:09:11,36.04802388,24.87957476,Frente Vira,19.0
208,01/13/2014 11:56:01,36.04811078,24.87956818,01/13/2014 12:04:17,36.06347137,24.85101063,Frente Vira,19.0
209,01/13/2014 13:34:01,36.06338472,24.8510287,01/13/2014 13:42:17,36.04803270000001,24.879571,Frente Vira,19.0
